"","Term","Ont","N","DE","P.DE","FDR"
"GO:0002450","B cell antigen processing and presentation","BP",1,1,0.290853952719002,1
"GO:0032597","B cell receptor transport into membrane raft","BP",1,1,0.290853952719002,1
"GO:0032595","B cell receptor transport within lipid bilayer","BP",1,1,0.290853952719002,1
"GO:0002336","B-1 B cell lineage commitment","BP",1,1,0.290853952719002,1
"GO:0097145","BAK complex","CC",1,1,0.290853952719002,1
"GO:0051638","barbed-end actin filament uncapping","BP",1,1,0.290853952719002,1
"GO:0097510","base-excision repair, AP site formation via deaminated base removal","BP",1,1,0.290853952719002,1
"GO:0030221","basophil differentiation","BP",1,1,0.290853952719002,1
"GO:0033257","Bcl3/NF-kappaB2 complex","CC",1,1,0.290853952719002,1
"GO:0061366","behavioral response to chemical pain","BP",1,1,0.290853952719002,1
"GO:0061368","behavioral response to formalin induced pain","BP",1,1,0.290853952719002,1
"GO:0018874","benzoate metabolic process","BP",1,1,0.290853952719002,1
"GO:1901086","benzylpenicillin metabolic process","BP",1,1,0.290853952719002,1
"GO:0003830","beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0042300","beta-amyrin synthase activity","MF",1,1,0.290853952719002,1
"GO:0052798","beta-galactoside alpha-2,3-sialyltransferase activity","MF",1,1,0.290853952719002,1
"GO:1901805","beta-glucoside catabolic process","BP",1,1,0.290853952719002,1
"GO:1901804","beta-glucoside metabolic process","BP",1,1,0.290853952719002,1
"GO:0030653","beta-lactam antibiotic metabolic process","BP",1,1,0.290853952719002,1
"GO:0004567","beta-mannosidase activity","MF",1,1,0.290853952719002,1
"GO:0032428","beta-N-acetylgalactosaminidase activity","MF",1,1,0.290853952719002,1
"GO:0004941","beta2-adrenergic receptor activity","MF",1,1,0.290853952719002,1
"GO:0008802","betaine-aldehyde dehydrogenase activity","MF",1,1,0.290853952719002,1
"GO:0015127","bilirubin transmembrane transporter activity","MF",1,1,0.290853952719002,1
"GO:0015723","bilirubin transport","BP",1,1,0.290853952719002,1
"GO:0042710","biofilm formation","BP",1,1,0.290853952719002,1
"GO:0004077","biotin-[acetyl-CoA-carboxylase] ligase activity","MF",1,1,0.290853952719002,1
"GO:0004078","biotin-[methylcrotonoyl-CoA-carboxylase] ligase activity","MF",1,1,0.290853952719002,1
"GO:0004079","biotin-[methylmalonyl-CoA-carboxytransferase] ligase activity","MF",1,1,0.290853952719002,1
"GO:0004080","biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity","MF",1,1,0.290853952719002,1
"GO:0018271","biotin-protein ligase activity","MF",1,1,0.290853952719002,1
"GO:0034417","bisphosphoglycerate 3-phosphatase activity","MF",1,1,0.290853952719002,1
"GO:0014707","branchiomeric skeletal muscle development","BP",1,1,0.290853952719002,1
"GO:0033593","BRCA2-MAGE-D1 complex","CC",1,1,0.290853952719002,1
"GO:1990298","bub1-bub3 complex","CC",1,1,0.290853952719002,1
"GO:0003166","bundle of His development","BP",1,1,0.290853952719002,1
"GO:0046359","butyrate catabolic process","BP",1,1,0.290853952719002,1
"GO:0004085","butyryl-CoA dehydrogenase activity","MF",1,1,0.290853952719002,1
"GO:0014705","C zone","CC",1,1,0.290853952719002,1
"GO:0000247","C-8 sterol isomerase activity","MF",1,1,0.290853952719002,1
"GO:0038117","C-C motif chemokine 19 receptor activity","MF",1,1,0.290853952719002,1
"GO:0038121","C-C motif chemokine 21 receptor activity","MF",1,1,0.290853952719002,1
"GO:0038159","C-X-C chemokine receptor CXCR4 signaling pathway","BP",1,1,0.290853952719002,1
"GO:0038147","C-X-C motif chemokine 12 receptor activity","MF",1,1,0.290853952719002,1
"GO:0016495","C-X3-C chemokine receptor activity","MF",1,1,0.290853952719002,1
"GO:0055073","cadmium ion homeostasis","BP",1,1,0.290853952719002,1
"GO:0010816","calcitonin catabolic process","BP",1,1,0.290853952719002,1
"GO:1990407","calcitonin gene-related peptide binding","MF",1,1,0.290853952719002,1
"GO:0031716","calcitonin receptor binding","MF",1,1,0.290853952719002,1
"GO:1990927","calcium ion regulated lysosome exocytosis","BP",1,1,0.290853952719002,1
"GO:0099502","calcium-dependent activation of synaptic vesicle fusion","BP",1,1,0.290853952719002,1
"GO:0010859","calcium-dependent cysteine-type endopeptidase inhibitor activity","MF",1,1,0.290853952719002,1
"GO:1990092","calcium-dependent self proteolysis","BP",1,1,0.290853952719002,1
"GO:1905056","calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration","MF",1,1,0.290853952719002,1
"GO:1905060","calcium:cation antiporter activity involved in regulation of postsynaptic cytosolic calcium ion concentration","MF",1,1,0.290853952719002,1
"GO:0086038","calcium:sodium antiporter activity involved in regulation of cardiac muscle cell membrane potential","MF",1,1,0.290853952719002,1
"GO:0044329","canonical Wnt signaling pathway involved in positive regulation of cell-cell adhesion","BP",1,1,0.290853952719002,1
"GO:0044328","canonical Wnt signaling pathway involved in positive regulation of endothelial cell migration","BP",1,1,0.290853952719002,1
"GO:0044330","canonical Wnt signaling pathway involved in positive regulation of wound healing","BP",1,1,0.290853952719002,1
"GO:0110017","cap-independent translational initiation of linear mRNA","BP",1,1,0.290853952719002,1
"GO:0098704","carbohydrate import across plasma membrane","BP",1,1,0.290853952719002,1
"GO:0015670","carbon dioxide transport","BP",1,1,0.290853952719002,1
"GO:0003213","cardiac right atrium morphogenesis","BP",1,1,0.290853952719002,1
"GO:0008458","carnitine O-octanoyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0035499","carnosine biosynthetic process","BP",1,1,0.290853952719002,1
"GO:0030735","carnosine N-methyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0047730","carnosine synthase activity","MF",1,1,0.290853952719002,1
"GO:0099400","caveola neck","CC",1,1,0.290853952719002,1
"GO:0031729","CCR4 chemokine receptor binding","MF",1,1,0.290853952719002,1
"GO:0035724","CD24 biosynthetic process","BP",1,1,0.290853952719002,1
"GO:0002300","CD8-positive, alpha-beta intraepithelial T cell differentiation","BP",1,1,0.290853952719002,1
"GO:0002302","CD8-positive, alpha-beta T cell differentiation involved in immune response","BP",1,1,0.290853952719002,1
"GO:0043375","CD8-positive, alpha-beta T cell lineage commitment","BP",1,1,0.290853952719002,1
"GO:0035780","CD80 biosynthetic process","BP",1,1,0.290853952719002,1
"GO:0035781","CD86 biosynthetic process","BP",1,1,0.290853952719002,1
"GO:0047734","CDP-glycerol diphosphatase activity","MF",1,1,0.290853952719002,1
"GO:0090667","cell chemotaxis to vascular endothelial growth factor","BP",1,1,0.290853952719002,1
"GO:0033301","cell cycle comprising mitosis without cytokinesis","BP",1,1,0.290853952719002,1
"GO:0071976","cell gliding","BP",1,1,0.290853952719002,1
"GO:0060981","cell migration involved in coronary angiogenesis","BP",1,1,0.290853952719002,1
"GO:0038184","cell surface bile acid receptor signaling pathway","BP",1,1,0.290853952719002,1
"GO:0031257","cell trailing edge membrane","CC",1,1,0.290853952719002,1
"GO:0021813","cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration","BP",1,1,0.290853952719002,1
"GO:0045168","cell-cell signaling involved in cell fate commitment","BP",1,1,0.290853952719002,1
"GO:0006876","cellular cadmium ion homeostasis","BP",1,1,0.290853952719002,1
"GO:1904317","cellular response to 2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine","BP",1,1,0.290853952719002,1
"GO:0071485","cellular response to absence of light","BP",1,1,0.290853952719002,1
"GO:1904045","cellular response to aldosterone","BP",1,1,0.290853952719002,1
"GO:0072740","cellular response to anisomycin","BP",1,1,0.290853952719002,1
"GO:1903926","cellular response to bisphenol A","BP",1,1,0.290853952719002,1
"GO:0061433","cellular response to caloric restriction","BP",1,1,0.290853952719002,1
"GO:0071245","cellular response to carbon monoxide","BP",1,1,0.290853952719002,1
"GO:0072749","cellular response to cytochalasin B","BP",1,1,0.290853952719002,1
"GO:0071231","cellular response to folic acid","BP",1,1,0.290853952719002,1
"GO:1905430","cellular response to glycine","BP",1,1,0.290853952719002,1
"GO:0071258","cellular response to gravity","BP",1,1,0.290853952719002,1
"GO:0072750","cellular response to leptomycin B","BP",1,1,0.290853952719002,1
"GO:0071449","cellular response to lipid hydroperoxide","BP",1,1,0.290853952719002,1
"GO:0072703","cellular response to methyl methanesulfonate","BP",1,1,0.290853952719002,1
"GO:1904586","cellular response to putrescine","BP",1,1,0.290853952719002,1
"GO:0097403","cellular response to raffinose","BP",1,1,0.290853952719002,1
"GO:0072752","cellular response to rapamycin","BP",1,1,0.290853952719002,1
"GO:1904482","cellular response to tetrahydrofolate","BP",1,1,0.290853952719002,1
"GO:0071301","cellular response to vitamin B1","BP",1,1,0.290853952719002,1
"GO:0071307","cellular response to vitamin K","BP",1,1,0.290853952719002,1
"GO:1990451","cellular stress response to acidic pH","BP",1,1,0.290853952719002,1
"GO:0071529","cementum mineralization","BP",1,1,0.290853952719002,1
"GO:0021956","central nervous system interneuron axonogenesis","BP",1,1,0.290853952719002,1
"GO:0021551","central nervous system morphogenesis","BP",1,1,0.290853952719002,1
"GO:0031592","centrosomal corona","CC",1,1,0.290853952719002,1
"GO:0008120","ceramide glucosyltransferase activity","MF",1,1,0.290853952719002,1
"GO:0001729","ceramide kinase activity","MF",1,1,0.290853952719002,1
"GO:0099040","ceramide translocation","BP",1,1,0.290853952719002,1
"GO:0099038","ceramide-translocating ATPase activity","MF",1,1,0.290853952719002,1
"GO:0021688","cerebellar molecular layer formation","BP",1,1,0.290853952719002,1
"GO:0021588","cerebellum formation","BP",1,1,0.290853952719002,1
"GO:0061301","cerebellum vasculature morphogenesis","BP",1,1,0.290853952719002,1
"GO:0004119","cGMP-inhibited cyclic-nucleotide phosphodiesterase activity","MF",1,1,0.290853952719002,1
"GO:0035716","chemokine (C-C motif) ligand 12 binding","MF",1,1,0.290853952719002,1
"GO:0035757","chemokine (C-C motif) ligand 19 binding","MF",1,1,0.290853952719002,1
"GO:0038115","chemokine (C-C motif) ligand 19 signaling pathway","BP",1,1,0.290853952719002,1
"GO:0035715","chemokine (C-C motif) ligand 2 binding","MF",1,1,0.290853952719002,1
"GO:0035758","chemokine (C-C motif) ligand 21 binding","MF",1,1,0.290853952719002,1
"GO:0071606","chemokine (C-C motif) ligand 4 production","BP",1,1,0.290853952719002,1
"GO:0046817","chemokine receptor antagonist activity","MF",1,1,0.290853952719002,1
"GO:0032600","chemokine receptor transport out of membrane raft","BP",1,1,0.290853952719002,1
"GO:0033606","chemokine receptor transport within lipid bilayer","BP",1,1,0.290853952719002,1
"GO:0021842","chemorepulsion involved in interneuron migration from the subpallium to the cortex","BP",1,1,0.290853952719002,1
"GO:0021793","chemorepulsion of branchiomotor axon","BP",1,1,0.290853952719002,1
"GO:0034670","chemotaxis to arachidonic acid","BP",1,1,0.290853952719002,1
"GO:0008555","chloride-transporting ATPase activity","MF",1,1,0.290853952719002,1
"GO:0042196","chlorinated hydrocarbon metabolic process","BP",1,1,0.290853952719002,1
"GO:0047749","cholestanetriol 26-monooxygenase activity","MF",1,1,0.290853952719002,1
"GO:0031073","cholesterol 26-hydroxylase activity","MF",1,1,0.290853952719002,1
"GO:0008386","cholesterol monooxygenase (side-chain-cleaving) activity","MF",1,1,0.290853952719002,1
"GO:0010879","cholesterol transport involved in cholesterol storage","BP",1,1,0.290853952719002,1
"GO:0097543","ciliary inversin compartment","CC",1,1,0.290853952719002,1
"GO:0070119","ciliary neurotrophic factor binding","MF",1,1,0.290853952719002,1
"GO:0061523","cilium disassembly","BP",1,1,0.290853952719002,1
"GO:0033961","cis-stilbene-oxide hydrolase activity","MF",1,1,0.290853952719002,1
"GO:0009346","citrate lyase complex","CC",1,1,0.290853952719002,1
"GO:0072591","citrate-L-glutamate ligase activity","MF",1,1,0.290853952719002,1
"GO:0150007","clathrin-dependent synaptic vesicle endocytosis","BP",1,1,0.290853952719002,1
"GO:0005588","collagen type V trimer","CC",1,1,0.290853952719002,1
"GO:0005600","collagen type XIII trimer","CC",1,1,0.290853952719002,1
"GO:0048674","collateral sprouting of injured axon","BP",1,1,0.290853952719002,1
"GO:1990765","colon smooth muscle contraction","BP",1,1,0.290853952719002,1
"GO:0021528","commissural neuron differentiation in spinal cord","BP",1,1,0.290853952719002,1
"GO:0004876","complement component C3a receptor activity","MF",1,1,0.290853952719002,1
"GO:0004877","complement component C3b receptor activity","MF",1,1,0.290853952719002,1
"GO:0001861","complement component C4b receptor activity","MF",1,1,0.290853952719002,1
"GO:0000797","condensin core heterodimer","CC",1,1,0.290853952719002,1
"GO:1990708","conditioned place preference","BP",1,1,0.290853952719002,1
"GO:0051089","constitutive protein ectodomain proteolysis","BP",1,1,0.290853952719002,1
"GO:0036404","conversion of ds siRNA to ss siRNA","BP",1,1,0.290853952719002,1
"GO:0033168","conversion of ds siRNA to ss siRNA involved in RNA interference","BP",1,1,0.290853952719002,1
"GO:0030142","COPI-coated Golgi to ER transport vesicle","CC",1,1,0.290853952719002,1
"GO:0003178","coronary sinus valve development","BP",1,1,0.290853952719002,1
"GO:0003182","coronary sinus valve morphogenesis","BP",1,1,0.290853952719002,1
"GO:0043396","corticotropin-releasing hormone secretion","BP",1,1,0.290853952719002,1
"GO:0046449","creatinine metabolic process","BP",1,1,0.290853952719002,1
"GO:0038160","CXCL12-activated CXCR4 signaling pathway","BP",1,1,0.290853952719002,1
"GO:0061812","cyclic ADP-ribose hydrolase","MF",1,1,0.290853952719002,1
"GO:0061799","cyclic pyranopterin monophosphate synthase activity","MF",1,1,0.290853952719002,1
"GO:0035438","cyclic-di-GMP binding","MF",1,1,0.290853952719002,1
"GO:0061507","cyclic-GMP-AMP binding","MF",1,1,0.290853952719002,1
"GO:0097123","cyclin A1-CDK2 complex","CC",1,1,0.290853952719002,1
"GO:0019912","cyclin-dependent protein kinase activating kinase activity","MF",1,1,0.290853952719002,1
"GO:0010938","cytoplasmic microtubule depolymerization","BP",1,1,0.290853952719002,1
"GO:0044797","cytoplasmic transcription factor complex","CC",1,1,0.290853952719002,1
"GO:0039714","cytoplasmic viral factory","CC",1,1,0.290853952719002,1
"GO:0033150","cytoskeletal calyx","CC",1,1,0.290853952719002,1
"GO:0005519","cytoskeletal regulatory protein binding","MF",1,1,0.290853952719002,1
"GO:0034752","cytosolic aryl hydrocarbon receptor complex","CC",1,1,0.290853952719002,1
"GO:0021808","cytosolic calcium signaling involved in initiation of cell movement in glial-mediated radial cell migration","BP",1,1,0.290853952719002,1
"GO:0019478","D-amino acid catabolic process","BP",1,1,0.290853952719002,1
"GO:0042943","D-amino acid transmembrane transporter activity","MF",1,1,0.290853952719002,1
"GO:0003884","D-amino-acid oxidase activity","MF",1,1,0.290853952719002,1
"GO:0008445","D-aspartate oxidase activity","MF",1,1,0.290853952719002,1
"GO:0042840","D-glucuronate catabolic process","BP",1,1,0.290853952719002,1
"GO:0042839","D-glucuronate metabolic process","BP",1,1,0.290853952719002,1
"GO:0047820","D-glutamate cyclase activity","MF",1,1,0.290853952719002,1
"GO:0042945","D-serine transmembrane transporter activity","MF",1,1,0.290853952719002,1
"GO:0046526","D-xylulose reductase activity","MF",1,1,0.290853952719002,1
"GO:1990603","dark adaptation","BP",1,1,0.290853952719002,1
"GO:0006175","dATP biosynthetic process","BP",1,1,0.290853952719002,1
"GO:0006253","dCTP catabolic process","BP",1,1,0.290853952719002,1
"GO:0047840","dCTP diphosphatase activity","MF",1,1,0.290853952719002,1
"GO:0046065","dCTP metabolic process","BP",1,1,0.290853952719002,1
"GO:0015451","decarboxylation-driven active transmembrane transporter activity","MF",1,1,0.290853952719002,1
